"","rules","support","confidence","lift","count"
"1404","{root vegetables,butter,cream cheese } => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"2185","{tropical fruit,whole milk,butter,sliced cheese} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"2198","{other vegetables,curd,whipped/sour cream,cream cheese } => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"2208","{tropical fruit,other vegetables,butter,white bread} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"1248","{sausage,pip fruit,sliced cheese} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"2229","{tropical fruit,whole milk,butter,curd} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"1469","{tropical fruit,butter,white bread} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"1786","{tropical fruit,butter,margarine} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"2199","{whole milk,curd,whipped/sour cream,cream cheese } => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"1401","{whipped/sour cream,cream cheese ,margarine} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"1580","{beef,tropical fruit,butter} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"1691","{pork,tropical fruit,fruit/vegetable juice} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"2228","{tropical fruit,other vegetables,butter,curd} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"2266","{tropical fruit,root vegetables,whole milk,margarine} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"1207","{other vegetables,butter milk,pastry} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"1938","{whipped/sour cream,pastry,fruit/vegetable juice} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
