"","rules","support","confidence","lift","count"
"1582","{citrus fruit,root vegetables,soft cheese} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"2510","{pip fruit,whipped/sour cream,brown bread} => {other vegetables}",0.00111845449923742,1,5.16815554387809,11
"3037","{tropical fruit,grapes,whole milk,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"3041","{ham,tropical fruit,pip fruit,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"3042","{ham,tropical fruit,pip fruit,whole milk} => {other vegetables}",0.00111845449923742,1,5.16815554387809,11
"3175","{tropical fruit,butter,whipped/sour cream,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"3202","{whole milk,rolls/buns,soda,newspapers} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"3250","{citrus fruit,tropical fruit,root vegetables,whipped/sour cream} => {other vegetables}",0.00122013218098627,1,5.16815554387809,12
"3052","{root vegetables,whole milk,yogurt,oil} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288,14
"3340","{citrus fruit,tropical fruit,root vegetables,whole milk,yogurt} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288,14
"2611","{butter,whipped/sour cream,soda} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"2615","{pip fruit,butter,pastry} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"3032","{root vegetables,whole milk,yogurt,rice} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"1578","{tropical fruit,whipped/sour cream,soft cheese} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"1983","{citrus fruit,root vegetables,cream cheese } => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"3206","{citrus fruit,whole milk,whipped/sour cream,domestic eggs} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"466","{grapes,onions} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"572","{hard cheese,oil} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"1931","{tropical fruit,dessert,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"3066","{citrus fruit,whole milk,whipped/sour cream,cream cheese } => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"3220","{tropical fruit,yogurt,whipped/sour cream,fruit/vegetable juice} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"1527","{herbs,whole milk,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1618","{frankfurter,tropical fruit,frozen meals} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1637","{tropical fruit,whipped/sour cream,hard cheese} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1651","{pork,whole milk,butter milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1652","{pip fruit,butter milk,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1709","{yogurt,oil,coffee} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1735","{root vegetables,onions,napkins} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"1797","{hamburger meat,tropical fruit,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3049","{tropical fruit,root vegetables,yogurt,oil} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3078","{tropical fruit,butter,yogurt,white bread} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3079","{root vegetables,whole milk,butter,white bread} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3183","{whole milk,butter,whipped/sour cream,soda} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3221","{tropical fruit,whole milk,whipped/sour cream,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3333","{tropical fruit,root vegetables,whole milk,yogurt,oil} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"3337","{citrus fruit,root vegetables,whole milk,yogurt,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
