"","rules","support","confidence","lift","count"
"129","{spread cheese,newspapers} => {rolls/buns}",0.00122013218098627,0.75,4.07752902155887,12
"1537","{beef,tropical fruit,whole milk,yogurt} => {rolls/buns}",0.00132180986273513,0.684210526315789,3.7198510372116,13
"1561","{citrus fruit,whole milk,whipped/sour cream,pastry} => {rolls/buns}",0.00101677681748856,0.666666666666667,3.62447024138566,10
"963","{soda,chocolate,candy} => {rolls/buns}",0.00122013218098627,0.631578947368421,3.43370864973379,12
"1064","{other vegetables,chocolate,napkins} => {rolls/buns}",0.00101677681748856,0.625,3.39794085129906,10
"1101","{frankfurter,beef,root vegetables} => {rolls/buns}",0.00101677681748856,0.625,3.39794085129906,10
"1554","{yogurt,bottled water,soda,newspapers} => {rolls/buns}",0.00101677681748856,0.625,3.39794085129906,10
"992","{beef,hamburger meat,other vegetables} => {rolls/buns}",0.00132180986273513,0.619047619047619,3.36557950985812,13
"973","{sausage,sliced cheese,soda} => {rolls/buns}",0.00111845449923742,0.611111111111111,3.32243105460353,11
"966","{other vegetables,soda,candy} => {rolls/buns}",0.00152516522623284,0.6,3.2620232172471,15
"1300","{sausage,bottled water,newspapers} => {rolls/buns}",0.00122013218098627,0.6,3.2620232172471,12
"1596","{tropical fruit,other vegetables,yogurt,soda} => {rolls/buns}",0.00122013218098627,0.6,3.2620232172471,12
"1006","{pork,whole milk,waffles} => {rolls/buns}",0.00101677681748856,0.588235294117647,3.19806197769323,10
"1365","{citrus fruit,whipped/sour cream,pastry} => {rolls/buns}",0.00101677681748856,0.588235294117647,3.19806197769323,10
"1007","{whole milk,waffles,newspapers} => {rolls/buns}",0.00111845449923742,0.578947368421053,3.14756626225597,11
"1604","{beef,tropical fruit,root vegetables,other vegetables,whole milk} => {rolls/buns}",0.00111845449923742,0.578947368421053,3.14756626225597,11
"1302","{sausage,yogurt,newspapers} => {rolls/buns}",0.0016268429079817,0.571428571428571,3.10668877833057,16
"225","{sausage,specialty bar} => {rolls/buns}",0.00132180986273513,0.565217391304348,3.07292042204437,13
"1194","{frankfurter,sausage,root vegetables} => {rolls/buns}",0.00142348754448399,0.56,3.04455500276396,14
"1536","{beef,tropical fruit,root vegetables,whole milk} => {rolls/buns}",0.00142348754448399,0.56,3.04455500276396,14
"951","{sausage,meat,soda} => {rolls/buns}",0.00101677681748856,0.555555555555556,3.02039186782139,10
"1102","{frankfurter,beef,yogurt} => {rolls/buns}",0.00101677681748856,0.555555555555556,3.02039186782139,10
"1199","{frankfurter,other vegetables,bottled water} => {rolls/buns}",0.00101677681748856,0.555555555555556,3.02039186782139,10
"1114","{beef,root vegetables,pastry} => {rolls/buns}",0.00111845449923742,0.55,2.99018794914317,11
"1187","{frankfurter,whole milk,newspapers} => {rolls/buns}",0.00111845449923742,0.55,2.99018794914317,11
"1534","{beef,root vegetables,whole milk,butter} => {rolls/buns}",0.00111845449923742,0.55,2.99018794914317,11
"1010","{whole milk,whipped/sour cream,waffles} => {rolls/buns}",0.00172852058973055,0.548387096774194,2.98141906952692,17
"215","{frankfurter,soft cheese} => {rolls/buns}",0.00122013218098627,0.545454545454545,2.96547565204282,12
"286","{butter milk,newspapers} => {rolls/buns}",0.00122013218098627,0.545454545454545,2.96547565204282,12
"1025","{sausage,canned beer,shopping bags} => {rolls/buns}",0.00142348754448399,0.538461538461538,2.92745673342688,14
"1264","{other vegetables,margarine,soda} => {rolls/buns}",0.00142348754448399,0.538461538461538,2.92745673342688,14
"1077","{other vegetables,soda,chocolate} => {rolls/buns}",0.00193187595322827,0.527777777777778,2.86937227443032,19
"1120","{sausage,beef,yogurt} => {rolls/buns}",0.00101677681748856,0.526315789473684,2.86142387477816,10
"1295","{pip fruit,yogurt,newspapers} => {rolls/buns}",0.00101677681748856,0.526315789473684,2.86142387477816,10
"1474","{sausage,root vegetables,bottled water} => {rolls/buns}",0.00101677681748856,0.526315789473684,2.86142387477816,10
"1533","{other vegetables,whole milk,soda,chocolate} => {rolls/buns}",0.00101677681748856,0.526315789473684,2.86142387477816,10
"135","{sausage,mayonnaise} => {rolls/buns}",0.00111845449923742,0.523809523809524,2.84779804680302,11
"1041","{chicken,whole milk,margarine} => {rolls/buns}",0.00111845449923742,0.523809523809524,2.84779804680302,11
